,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class;;
2337,Resolve,Seasick Sailor,43.0,0.468,0.964,1.0,-5.384,0.0,0.0931,0.00914,1.44e-05,0.35,0.185,95.035,219185.0,4.0,8.0
2340,Elvenking,No Prayer for the Dying,43.0,0.197,0.914,4.0,-5.982,0.0,0.0777,1.49e-05,0.00967,0.164,0.604,200.038,268076.0,4.0,8.0
2341,Sir Sly,&Run,60.0,0.764,0.661,5.0,-8.276,1.0,0.0526,0.0203,0.000179,0.179,0.479,92.018,226587.0,4.0,1.0
2342,The Chronicles of Manimal and Samara,Love in the Time of Pestilence,28.0,0.278,0.834,9.0,-10.08,0.0,0.105,0.113,0.0172,0.192,0.118,133.523,461307.0,5.0,8.0
2343,Mastodon,Forged By Neron,56.0,0.333,0.972,4.0,-3.323,0.0,0.123,0.000273,0.00168,0.104,0.137,169.806,185120.0,4.0,8.0
2347,Alter Bridge,Watch Over You,61.0,0.276,0.658,7.0,-5.418,1.0,0.0329,0.0836,0.000553,0.161,0.16,172.326,259133.0,4.0,8.0
2349,Metalite,We Bring You the Stars,43.0,0.437,0.926,9.0,-6.056,1.0,0.0751,0.000586,7.69e-06,0.099,0.751,169.937,180373.0,4.0,8.0
2353,Jamestown Revival,Crazy World (Judgement Day),51.0,0.632,0.562,7.0,-7.794,1.0,0.0248,0.44,0.000911,0.153,0.297,97.991,280813.0,4.0,1.0
2354,Cold War Kids,First,68.0,0.468,0.692,2.0,-4.015,1.0,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,200360.0,4.0,10.0
2355,American Teeth,Fix You,41.0,0.654,0.784,9.0,-4.906,1.0,0.0418,0.000314,2.2e-06,0.0775,0.545,116.996,197565.0,4.0,10.0
2357,Vampire Weekend,Harmony Hall,65.0,0.653,0.76,11.0,-6.086,1.0,0.0479,0.475,0.000129,0.0917,0.6,98.008,308733.0,4.0,6.0
2358,Jimmy Eat World,My Sundown,41.0,0.528,0.428,3.0,-12.206,1.0,0.026,0.133,0.874,0.117,0.161,96.187,347867.0,4.0,10.0
2359,The Drums,Lets Go Surfing,1.0,0.577,0.814,1.0,-5.694,1.0,0.0316,0.209,0.000525,0.0765,0.783,174.027,175427.0,4.0,6.0
2360,Gaye Su Akyol,ƒ∞syan Manifestosu,40.0,0.602,0.711,5.0,-9.887,0.0,0.0438,0.166,0.0403,0.1,0.646,121.875,286000.0,4.0,1.0
2361,Social State,Aerial,30.0,0.59,0.853,8.0,-7.546,0.0,0.044,0.0581,0.803,0.334,0.188,160.003,254453.0,4.0,6.0
2362,CAN,I Want More,41.0,0.806,0.6,9.0,-11.02,1.0,0.0535,0.0251,0.187,0.0408,0.932,113.544,214227.0,4.0,6.0
2371,Herbie Hancock,Rockit,50.0,0.878,0.951,7.0,-5.077,1.0,0.069,0.0317,0.544,0.0614,0.607,111.334,325133.0,4.0,5.0
2372,Greentea Peng,Hu Man,62.0,0.684,0.638,9.0,-8.279,0.0,0.0585,0.393,3.5e-06,0.103,0.692,126.959,203240.0,4.0,1.0
2373,Magda Drozd,Vertical Misunderstanding,5.0,0.235,0.732,8.0,-17.339,0.0,0.146,0.978,0.906,0.547,0.0688,88.027,130489.0,4.0,6.0
2374,DARKSIDE,The Limit,60.0,0.434,0.596,9.0,-10.013,0.0,0.16,0.518,0.493,0.122,0.139,89.0,321204.0,4.0,6.0
2380,The Used,Blow Me,43.0,0.385,0.951,10.0,-3.09,0.0,0.125,0.000361,7.39e-05,0.455,0.423,89.838,200765.0,4.0,10.0
2381,Noa Kirel,'◊§◊ê◊ï◊•,49.0,0.795,0.658,7.0,-6.896,0.0,0.057,0.233,0.0883,0.247,0.786,139.917,167108.0,4.0,9.0
2384,The Rolling Stones,Fool To Cry - Remastered 2009,55.0,0.444,0.454,5.0,-7.434,1.0,0.0419,0.892,0.0546,0.114,0.236,67.848,305400.0,4.0,10.0
2386,The Sword,She,39.0,0.359,0.685,5.0,-6.036,0.0,0.0286,0.0001,0.446,0.0875,0.732,84.282,266442.0,4.0,10.0
2387,Elton John,Salvation,40.0,0.59,0.78,4.0,-7.832,1.0,0.0304,0.233,1.51e-05,0.129,0.581,133.086,238800.0,4.0,10.0
2388,Eminem,Lose Yourself,76.0,0.686,0.735,2.0,-4.616,1.0,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227.0,4.0,5.0
2391,Mukesh,Kai Baar Yun Bhi Dekha Hai,20.0,0.615,0.465,7.0,-13.834,0.0,0.0486,0.827,3.11e-06,0.134,0.54,118.178,3.37445,4.0,3.0
2392,◊î◊ú◊ù ◊™◊®◊ë◊ï◊™,◊¢◊ï◊©◊ô◊ù ◊ê◊™ ◊ñ◊î ◊©◊ï◊ë,28.0,0.745,0.632,9.0,-7.974,0.0,0.288,0.39,5.01e-06,0.103,0.581,128.05,212344.0,4.0,5.0
2396,LUX‚Ç¨ BOYZ,DM,9.0,0.877,0.61,10.0,-7.817,0.0,0.0731,0.0238,0.611,0.115,0.634,135.951,137647.0,4.0,5.0
2397,Freddie King,Palace Of The King,39.0,0.656,0.773,1.0,-9.156,0.0,0.0363,0.335,0.00142,0.155,0.867,114.979,220240.0,4.0,2.0
2398,Freddy Fender,Before the Next Teardrop Falls,50.0,0.799,0.345,10.0,-11.52,1.0,0.0276,0.748,2.39e-05,0.169,0.776,90.417,2.614566667,4.0,4.0
2399,Andrew W.K.,Babalon,44.0,0.169,0.956,2.0,-2.94,1.0,0.0631,0.00127,0.0566,0.208,0.159,95.249,257240.0,3.0,10.0
2400,John Leyton,Johnny Remember Me,37.0,0.345,0.727,7.0,-9.711,0.0,0.0778,0.252,1.7e-06,0.0882,0.509,143.874,160600.0,4.0,1.0
2401,Brass Against,Heathens / Jumpsuit - Cover,31.0,0.373,0.676,7.0,-6.606,0.0,0.0483,0.18,1.56e-05,0.297,0.253,88.339,219643.0,4.0,10.0
2402,Jonathan Tyler,Old Friend,45.0,0.657,0.507,7.0,-7.523,1.0,0.0253,0.278,7.28e-05,0.0932,0.735,94.008,265802.0,4.0,1.0
2403,Turnstile,I Don't Wanna Be Blind,46.0,0.451,0.911,2.0,-3.92,0.0,0.032,0.00434,0.74,0.19,0.669,77.217,124880.0,4.0,10.0
2404,Black Pumas,Colors,66.0,0.546,0.696,4.0,-6.537,1.0,0.0335,0.0887,1.84e-05,0.195,0.596,89.882,246587.0,4.0,1.0
2406,Slowdive,Sugar for the Pill,60.0,0.533,0.545,7.0,-7.681,1.0,0.0243,0.207,0.797,0.113,0.419,98.014,270918.0,4.0,6.0
2407,Plague Vendor,Night Sweats - Edit,32.0,0.498,0.685,11.0,-5.732,0.0,0.0949,0.0113,0.000688,0.0875,0.628,163.171,166995.0,4.0,10.0
2408,Boris,Farewell,43.0,0.208,0.498,8.0,-3.294,1.0,0.0533,0.000402,0.827,0.357,0.0382,124.635,453440.0,4.0,10.0
2410,Wontolla,Raindancer,30.0,0.431,0.959,2.0,-7.376,1.0,0.0601,3.36e-05,0.916,0.481,0.378,120.027,263026.0,4.0,8.0
2412,Robbie Williams,Angels,46.0,0.229,0.903,4.0,-4.321,1.0,0.0664,0.00673,1.02e-05,0.948,0.266,150.08,5.927783333,4.0,9.0
2416,Sleepy John Estes,Little Laura Blues,33.0,0.812,0.248,8.0,-11.129,1.0,0.0534,0.986,3.38e-05,0.137,0.742,125.33,151301.0,4.0,2.0
2418,Gojira,Stranded,65.0,0.513,0.88,7.0,-4.69,0.0,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358,269533.0,4.0,8.0
2419,Cream,Sunshine Of Your Love,68.0,0.684,0.481,2.0,-12.59,1.0,0.0384,0.475,6.57e-05,0.118,0.784,115.078,250000.0,4.0,6.0
2420,Jet,Are You Gonna Be My Girl,76.0,0.613,0.953,2.0,-3.435,1.0,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800.0,4.0,1.0
2422,Rainer Maria,Breakfast Of Champions,34.0,0.233,0.848,11.0,-6.322,1.0,0.0461,0.039,1.87e-05,0.135,0.223,177.44,217480.0,4.0,10.0
2423,George Thorogood,No Expectations,40.0,0.511,0.276,9.0,-9.215,1.0,0.0393,0.746,0.00624,0.0994,0.269,122.265,236813.0,1.0,2.0
2424,Miko Marks,Hold It Together,38.0,0.58,0.755,2.0,-7.137,1.0,0.0377,0.123,0.000312,0.0854,0.921,162.075,232021.0,4.0,1.0
2426,Spirit Mother,Space Cadets,23.0,0.224,0.889,5.0,-6.345,1.0,0.0672,0.0116,8.74e-05,0.411,0.34,134.936,210573.0,4.0,1.0
2430,Yung Heazy,U Got Me,35.0,0.615,0.744,4.0,-3.993,1.0,0.0741,0.136,3.33e-06,0.0839,0.683,121.828,240903.0,4.0,9.0
2432,Counting Crows,Sullivan Street,47.0,0.566,0.378,2.0,-7.714,1.0,0.0248,0.457,1.7e-05,0.0943,0.185,80.772,268000.0,4.0,10.0
2435,Nick Drake,One Of These Things First,59.0,0.604,0.37,4.0,-18.45,1.0,0.0362,0.836,0.346,0.0954,0.666,90.339,290733.0,3.0,1.0
2436,We Are Scientists,After Hours,46.0,0.392,0.981,1.0,-4.564,0.0,0.0799,2.9e-05,0.0422,0.174,0.335,160.047,232014.0,4.0,1.0
2437,Del Shannon,Runaway,60.0,0.594,0.533,10.0,-7.993,0.0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,2.28845,4.0,10.0
2438,fanclubwallet,What's Up,51.0,0.618,0.684,4.0,-6.163,1.0,0.039,0.117,0.455,0.273,0.823,170.029,141750.0,4.0,1.0
2440,ABBA,Waterloo - Live,37.0,0.396,0.811,2.0,-10.441,1.0,0.0419,0.000601,0.000599,0.677,0.343,159.426,3.850666667,4.0,9.0
2442,BarbWalters,Casino,31.0,0.673,0.901,1.0,-4.356,1.0,0.294,0.0353,0.915,0.181,0.548,119.971,178000.0,4.0,6.0
2443,Albert Collins,Put The Shoe On The Other Foot,17.0,0.489,0.586,2.0,-13.885,1.0,0.0596,0.0352,0.0635,0.059,0.882,167.722,332560.0,4.0,2.0
2445,Taner √ñng√ºr,Zehra,21.0,0.699,0.243,9.0,-17.724,0.0,0.0285,0.806,0.00117,0.153,0.321,99.946,283200.0,4.0,10.0
2446,Catfish and the Bottlemen,Longshot,61.0,0.481,0.765,7.0,-4.025,1.0,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960.0,4.0,6.0
2450,Sarit Hadad,◊û◊®◊ï◊• ◊î◊ó◊ô◊ô◊ù,28.0,0.537,0.781,9.0,-3.704,0.0,0.0385,0.0467,3.22e-05,0.0883,0.38,134.943,220653.0,4.0,9.0
2451,Celldweller,My Disintegration,40.0,0.236,0.903,8.0,-3.02,1.0,0.18,6.05e-05,0.154,0.105,0.395,184.05,380886.0,4.0,8.0
2453,Returning We Hear the Larks,Thousand-Arms Fortress,35.0,0.519,0.916,9.0,-5.32,1.0,0.0839,0.000975,0.546,0.185,0.265,101.484,349193.0,4.0,8.0
2454,SL,Excuse Me (feat. Unknown T),61.0,0.808,0.694,1.0,-8.467,1.0,0.263,0.215,7.33e-05,0.374,0.776,145.987,189493.0,4.0,5.0
2456,Leah Kate,Boy Next Door,53.0,0.876,0.576,9.0,-5.377,0.0,0.0866,0.199,6.03e-06,0.174,0.585,111.008,142500.0,4.0,9.0
2458,Swiss Portrait,Cassette,40.0,0.591,0.732,10.0,-8.522,1.0,0.0329,0.435,0.924,0.148,0.712,117.981,218450.0,4.0,6.0
2461,Audioslave,Gasoline,59.0,0.379,0.716,4.0,-4.312,1.0,0.0326,0.000272,0.00123,0.0786,0.239,92.721,279333.0,4.0,10.0
2462,The Gun Club,Promise Me,23.0,0.246,0.565,4.0,-13.624,1.0,0.0824,5.6e-05,0.00349,0.208,0.474,73.506,157200.0,4.0,2.0
2464,Guitarras de Luna,Inolvidable,42.0,0.847,0.492,8.0,-11.104,1.0,0.0451,0.804,0.859,0.122,0.855,112.034,4.04155,4.0,7.0
2465,The Breeders,Cannonball,66.0,0.502,0.758,3.0,-9.76,1.0,0.0407,0.00915,0.783,0.284,0.729,112.499,213693.0,4.0,6.0
2466,Pathiena,The Deepest Of Sorrow,41.0,0.645,0.329,2.0,-16.642,1.0,0.0419,0.239,0.892,0.375,0.184,128.099,212750.0,4.0,6.0
2468,Anathema,Fragile Dreams,45.0,0.364,0.752,7.0,-6.709,0.0,0.052,0.0071,0.0682,0.189,0.0394,135.533,332373.0,4.0,8.0
2470,POORSTACY,Nothing Left,53.0,0.527,0.973,11.0,-3.203,0.0,0.19,0.000756,8.93e-05,0.361,0.131,134.942,122222.0,4.0,1.0
2471,Moe Bandy,Barstool Mountain,35.0,0.73,0.225,2.0,-15.429,1.0,0.032,0.23,4.27e-06,0.258,0.596,123.61,2.816666667,4.0,4.0
2472,Crystal Gayle,Don't It Make My Brown Eyes Blue,62.0,0.736,0.321,6.0,-13.474,1.0,0.0444,0.799,0.00897,0.0619,0.342,84.928,2.62755,4.0,4.0
2473,Pradeep Kumar,Aao Bachcho Tumhen Dikhayeh,5.0,0.853,0.484,4.0,-11.655,1.0,0.0792,0.942,0.0259,0.151,0.962,111.737,3.162666667,4.0,3.0
2474,Million Miles,Ice Cream & Cigarettes,49.0,0.743,0.448,7.0,-7.173,1.0,0.0317,0.816,5.07e-06,0.319,0.562,90.062,172240.0,4.0,2.0
2475,Joyfriend,Bailey,18.0,0.4,0.403,8.0,-10.004,1.0,0.0372,0.575,0.00208,0.0677,0.133,121.964,184503.0,3.0,10.0
2476,Fall Out Boy,The Phoenix,69.0,0.562,0.964,4.0,-2.991,0.0,0.072,0.000539,1.57e-06,0.579,0.41,138.063,244960.0,4.0,10.0
2478,Slayer,Bloodline,50.0,0.408,0.971,9.0,-3.876,1.0,0.125,5.7e-05,0.191,0.135,0.237,118.445,216973.0,4.0,8.0
2479,The Deadly Snakes,Playboys,30.0,0.21,0.86,4.0,-2.187,1.0,0.0738,0.0121,7.65e-05,0.142,0.402,164.762,167507.0,3.0,2.0
2480,Creedence Clearwater Revival,Suzie Q - Live At The Woodstock Music & Art Fair / 1969,37.0,0.332,0.899,9.0,-5.638,1.0,0.0463,0.0348,0.432,0.684,0.66,136.696,652187.0,4.0,10.0
2483,The Big Bopper,Chantilly Lace,56.0,0.489,0.806,3.0,-6.054,1.0,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,145267.0,4.0,10.0
2485,Josh Turner,Your Man,72.0,0.744,0.637,6.0,-4.483,1.0,0.0241,0.337,0.000222,0.0696,0.785,100.511,3.53155,4.0,4.0
2486,Blay Vision,Gone Mad,35.0,0.708,0.763,8.0,-5.74,0.0,0.0428,0.054,0.000102,0.132,0.221,119.977,212009.0,4.0,5.0
2488,Ivan & Alyosha,Don't Lose Your Love,42.0,0.435,0.153,10.0,-11.536,1.0,0.0499,0.953,0.00155,0.11,0.326,182.647,3.42,4.0,0.0
2489,Jane's Addiction,Jane Says,66.0,0.402,0.597,2.0,-9.258,1.0,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,287000.0,4.0,10.0
2491,Pop Smoke,AP - Music from the film Boogie,80.0,0.751,0.744,1.0,-6.859,1.0,0.177,0.152,0.000568,0.252,0.634,148.014,171892.0,4.0,5.0
2493,WARGASM (UK),Your Patron Saints,48.0,0.46,0.906,1.0,-8.201,1.0,0.15,2.99e-05,0.0348,0.17,0.566,161.055,204160.0,4.0,1.0
2494,Dan Mangan,Losing My Religion,23.0,0.279,0.4,7.0,-8.353,0.0,0.0426,0.673,0.00371,0.103,0.109,167.56,246223.0,4.0,6.0
2495,Richie Kotzen,Riot,41.0,0.599,0.906,11.0,-5.133,0.0,0.0641,0.0158,2.47e-05,0.108,0.712,120.024,302423.0,4.0,2.0
2497,MoonSun,Falling,44.0,0.434,0.639,8.0,-11.659,1.0,0.0509,0.00658,0.00489,0.0592,0.159,130.245,297404.0,4.0,8.0
2500,Mother Mother,Hayloft,84.0,0.527,0.922,9.0,-2.666,0.0,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680.0,4.0,9.0
2503,a-ha,Take on Me,85.0,0.573,0.902,6.0,-7.638,0.0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280.0,4.0,10.0
2504,Bad/Love,Come Clean,41.0,0.457,0.759,4.0,-9.06,1.0,0.0613,0.000736,4.22e-05,0.0848,0.309,138.017,235761.0,4.0,8.0
2505,Temples,Holy Horses,26.0,0.508,0.776,9.0,-5.438,1.0,0.0336,0.00114,0.00935,0.293,0.549,101.952,185427.0,4.0,1.0
2507,Rory Gallagher,Cradle Rock,31.0,0.353,0.921,2.0,-8.303,1.0,0.0644,0.00118,0.0122,0.327,0.556,103.156,375682.0,4.0,2.0
2508,Kaspar Mann,Ordino,50.0,0.631,0.183,9.0,-17.128,1.0,0.0846,0.994,0.929,0.113,0.399,83.481,2.629666667,1.0,7.0
2509,Elley Duh√©,Kids Of The Night,53.0,0.684,0.729,1.0,-3.8,1.0,0.0407,0.0231,0.000628,0.124,0.49,159.975,185787.0,4.0,9.0
2511,Shlomo Gronich,◊©◊ô◊® ◊ë◊ô◊ü ◊¢◊®◊ë◊ô◊ô◊ù,37.0,0.525,0.298,2.0,-12.438,1.0,0.033,0.714,0.000287,0.111,0.106,119.827,273307.0,4.0,10.0
2512,Sting,It's Probably Me,60.0,0.791,0.41,4.0,-12.604,0.0,0.084,0.167,4.38e-06,0.0763,0.511,91.021,302040.0,4.0,10.0
2513,Hardcastle,Mundane,48.0,0.598,0.751,6.0,-5.869,1.0,0.0327,0.0299,1.64e-06,0.139,0.671,120.033,187768.0,4.0,10.0
2515,LOOK MUM NO COMPUTER,Waiting for the World to End,39.0,0.434,0.974,7.0,-6.188,1.0,0.152,0.000127,0.000171,0.956,0.12,125.016,226865.0,4.0,10.0
2516,The Only Ones,Another Girl Another Planet,51.0,0.325,0.838,1.0,-6.501,0.0,0.144,0.0327,0.00042,0.126,0.449,156.507,181173.0,4.0,6.0
2521,–†—É—Ç–∏–Ω–∞,–ß—ë—Ä–Ω–∞—è –¥—ã—Ä–∞,24.0,0.547,0.817,11.0,-11.861,0.0,0.0362,0.0266,0.666,0.0767,0.856,114.976,200121.0,4.0,6.0
2522,John Mayer,Heartbreak Warfare,65.0,0.624,0.554,2.0,-8.113,1.0,0.0225,0.191,0.00131,0.299,0.311,97.031,269720.0,4.0,10.0
2523,bbno$,my oh my,61.0,0.704,0.657,1.0,-9.431,0.0,0.0934,0.00873,0.000226,0.297,0.527,107.931,155556.0,4.0,1.0
2525,Stephen Malkmus & The Jicks,Chartjunk,29.0,0.361,0.795,3.0,-7.563,1.0,0.0347,0.0348,0.0858,0.114,0.556,143.445,228667.0,4.0,1.0
2527,Stain the Canvas,End,40.0,0.336,0.699,9.0,-6.481,1.0,0.0794,0.000334,0.00163,0.104,0.21,170.317,218647.0,4.0,8.0
2529,Massive Attack,Paradise Circus,62.0,0.81,0.591,8.0,-13.385,1.0,0.0638,0.414,0.799,0.072,0.297,136.028,297775.0,4.0,6.0
2530,Atreyu,Right Side Of The Bed,53.0,0.253,0.924,8.0,-4.83,1.0,0.162,0.00179,0.00856,0.281,0.72,171.971,222467.0,4.0,10.0
2531,NOVACUB,Change Your Mind,37.0,0.372,0.94,4.0,-3.586,0.0,0.14,0.00178,9.87e-05,0.154,0.49,163.099,201543.0,4.0,6.0
2532,Charlie Houston,Calls,37.0,0.87,0.41,8.0,-8.804,1.0,0.182,0.243,2.92e-05,0.127,0.576,83.974,171202.0,4.0,9.0
2533,Roy Rieck,◊©◊†◊ô◊ù,12.0,0.773,0.759,7.0,-6.158,1.0,0.0353,0.15,0.0421,0.74,0.964,112.99,172030.0,4.0,6.0
2534,Bon Jovi,Limitless,53.0,0.453,0.816,10.0,-5.656,1.0,0.0706,0.00524,1.05e-05,0.363,0.374,144.154,221947.0,4.0,10.0
2535,Nirvana,Aneurysm,62.0,0.298,0.823,7.0,-9.793,1.0,0.0816,7.66e-05,7.53e-05,0.132,0.235,135.596,275600.0,4.0,10.0
2538,Reignwolf,Black and Red,54.0,0.368,0.921,8.0,-4.897,0.0,0.0919,0.000716,0.0449,0.295,0.451,119.113,219523.0,3.0,1.0
2539,Deftones,Change (In the House of Flies),68.0,0.269,0.853,7.0,-4.647,0.0,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533.0,4.0,10.0
2540,banzai florist,Get Back Baby,33.0,0.53,0.656,9.0,-9.099,1.0,0.0557,0.0826,0.949,0.0461,0.911,156.793,233360.0,4.0,6.0
2541,The Steampacket,Cry Me A River,27.0,0.486,0.439,7.0,-14.008,0.0,0.0446,0.57,0.00608,0.303,0.313,109.134,166067.0,4.0,2.0
2544,Rush,Natural Science,40.0,0.412,0.821,7.0,-9.453,1.0,0.075,0.0156,0.00095,0.327,0.316,130.997,559893.0,4.0,10.0
2545,Bizzy Crook,Come Again,44.0,0.897,0.337,1.0,-11.375,1.0,0.353,0.117,2.77e-06,0.111,0.443,120.038,192000.0,4.0,5.0
2546,Walking On Cars,Speeding Cars,60.0,0.501,0.743,5.0,-6.379,0.0,0.0348,0.207,1.55e-05,0.0793,0.224,91.01,242093.0,4.0,10.0
2547,Red Desert,Older No Wiser,41.0,0.262,0.841,5.0,-7.043,1.0,0.0557,1.28e-05,0.776,0.109,0.339,136.216,336720.0,4.0,8.0
2548,Ed Sheeran,BLOW (with Chris Stapleton & Bruno Mars),66.0,0.631,0.796,1.0,-5.35,1.0,0.0401,0.000245,0.0115,0.38,0.596,92.469,209120.0,4.0,9.0
2549,Rival Sons,Keep On Swinging,50.0,0.218,0.836,1.0,-5.441,0.0,0.0994,0.000995,0.00194,0.522,0.41,173.806,239413.0,4.0,10.0
2551,The Bobby Fuller Four,I Fought the Law - Single Version,57.0,0.593,0.804,7.0,-5.497,1.0,0.0319,0.105,2.22e-06,0.047,0.962,148.959,138360.0,4.0,10.0
2552,Ka$tro,migraine,30.0,0.385,0.848,11.0,-4.31,1.0,0.0604,0.0772,0.0168,0.287,0.0381,109.985,160670.0,4.0,10.0
2555,Laxmikant–Pyarelal,Dandia Music,24.0,0.301,0.969,2.0,-11.283,1.0,0.302,0.804,0.329,0.801,0.0428,185.722,4.789116667,3.0,3.0
2556,Bob Dylan,Shelter from the Storm,61.0,0.486,0.241,4.0,-17.337,1.0,0.0366,0.413,3.51e-05,0.0928,0.614,106.574,5.01888333,4.0,0.0
2557,Radioclit,Divine Gosa - Switch Remix,18.0,0.982,0.641,8.0,-4.956,1.0,0.0553,0.000222,0.291,0.0563,0.866,131.023,355413.0,3.0,1.0
2558,Chris Stapleton,Worry B Gone,59.0,0.564,0.873,2.0,-6.078,1.0,0.0314,0.019,0.0207,0.101,0.832,113.885,195547.0,4.0,10.0
2559,Eric Reed,Up Jumped Spring,43.0,0.389,0.169,10.0,-14.333,1.0,0.0453,0.913,0.0781,0.114,0.186,77.79,8.815783333,3.0,7.0
2560,Giggs,Look What the Cat Dragged In,48.0,0.743,0.71,9.0,-5.042,0.0,0.0362,0.0139,7.45e-06,0.289,0.239,98.008,153000.0,4.0,5.0
2561,The Jesus and Mary Chain,Taste of Cindy,35.0,0.18,0.905,11.0,-2.767,1.0,0.0453,0.000146,0.831,0.327,0.552,138.02,102333.0,4.0,6.0
2563,Lil Peep,california world,67.0,0.301,0.514,8.0,-6.976,1.0,0.0617,0.0723,2.19e-06,0.251,0.153,145.59,291400.0,4.0,5.0
2564,Phoebe Green,Reinvent,48.0,0.573,0.734,8.0,-5.576,1.0,0.0416,0.000796,0.112,0.102,0.13,101.023,243382.0,4.0,1.0
2567,River Tiber,Hypnotized,41.0,0.474,0.64,10.0,-9.053,0.0,0.037,0.026,0.507,0.123,0.383,171.705,249563.0,4.0,1.0
2568,Anne M√ºller,Drifting Circles,36.0,0.801,0.346,7.0,-14.296,1.0,0.11,0.957,0.913,0.0989,0.309,137.971,420901.0,4.0,1.0
2570,Rad Horror,Stay Out,38.0,0.581,0.847,7.0,-5.48,0.0,0.0638,0.000259,0.00897,0.0875,0.394,120.07,188000.0,4.0,10.0
2571,Jorja Smith,By Any Means,65.0,0.75,0.418,11.0,-10.412,1.0,0.244,0.149,1.72e-06,0.0857,0.442,104.981,225631.0,4.0,5.0
2572,Ne Obliviscaris,Intra Venus,38.0,0.483,0.968,1.0,-5.737,0.0,0.101,0.00128,0.48,0.331,0.0695,110.035,448837.0,3.0,8.0
2574,Mantra,I Want,21.0,0.45,0.945,6.0,-4.765,0.0,0.0757,0.00567,0.000195,0.363,0.458,99.985,151680.0,4.0,10.0
2575,Current Joys,Kids,75.0,0.827,0.66,6.0,-9.669,1.0,0.0337,0.508,0.403,0.0756,0.904,113.449,269143.0,4.0,9.0
2577,ForesTT,To the Sea,36.0,0.553,0.442,1.0,-9.975,0.0,0.0274,0.304,0.00976,0.113,0.31,139.927,236156.0,4.0,6.0
2578,Rammstein,Du hast,72.0,0.64,0.922,9.0,-6.283,0.0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227.0,4.0,10.0
2580,Orrin Evans,Dave,49.0,0.243,0.0652,1.0,-21.076,1.0,0.0354,0.962,0.497,0.115,0.0419,78.164,3.724216667,4.0,7.0
2581,Nathan Goshen,◊ó◊ô◊ô◊ù ◊û◊ê◊ï◊©◊®◊ô◊ù,55.0,0.673,0.427,6.0,-7.629,0.0,0.0458,0.143,0.000112,0.105,0.393,113.556,203947.0,4.0,9.0
2582,Dizzee Rascal,Stand Up Tall (Instrumental),11.0,0.821,0.845,11.0,-6.392,0.0,0.0481,0.000241,0.491,0.284,0.892,134.998,189667.0,4.0,5.0
2583,Eddie 9V,3AM in Chicago,24.0,0.614,0.545,5.0,-9.036,0.0,0.064,0.483,0.000678,0.203,0.68,145.173,216787.0,4.0,2.0
2584,Teams,Stunts,32.0,0.702,0.852,6.0,-6.337,1.0,0.101,0.00109,0.893,0.102,0.519,97.085,326374.0,4.0,6.0
2585,Young Clancy,GRIM REAP,30.0,0.599,0.316,1.0,-14.436,1.0,0.081,0.679,0.00113,0.653,0.355,147.963,125266.0,4.0,1.0
2587,Brandon's Three,the point above,55.0,0.45,0.0767,2.0,-22.482,0.0,0.0378,0.869,0.747,0.0853,0.167,100.427,2.810266667,4.0,7.0
2588,At Vance,Four Seasons - Summer,30.0,0.451,0.813,7.0,-9.569,1.0,0.0462,1.8e-05,0.836,0.0885,0.114,120.551,200627.0,3.0,8.0
2589,Sting,Englishman / African in New York (with Shirazee),51.0,0.851,0.674,2.0,-4.488,1.0,0.0619,0.0101,3.9e-05,0.218,0.518,101.011,193828.0,4.0,9.0
2590,Interpol,Evil,65.0,0.489,0.769,5.0,-3.524,1.0,0.038,0.00135,0.56,0.0727,0.637,128.985,215827.0,4.0,6.0
2593,Jimmy Dawkins,It Serves Me Right To Suffer,17.0,0.53,0.629,7.0,-7.869,1.0,0.0529,0.46,0.159,0.0873,0.827,85.549,251427.0,4.0,2.0
2595,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,1.0,0.403,0.903,1.0,-3.88,1.0,0.0664,0.574,0.305,0.287,0.498,115.669,423840.0,4.0,10.0
2596,The Jesus and Mary Chain,Degenerate,29.0,0.321,0.827,2.0,-7.726,1.0,0.0401,0.00602,0.622,0.394,0.14,132.106,330040.0,4.0,10.0
2597,Lifehouse,Somewhere In Between,41.0,0.501,0.415,1.0,-8.882,0.0,0.0242,0.0375,2.6e-06,0.336,0.227,76.608,253067.0,4.0,10.0
2598,Pale Saints,Sight of You,46.0,0.459,0.465,7.0,-13.564,1.0,0.0388,0.11,0.259,0.0915,0.117,123.94,337600.0,4.0,6.0
